Transaction ID,User ID,Date,Amount,Category,Merchant Description,Recurring,Frequency,Mode,OTT Label
2ef91276-6c00-4f61-a3e2-fcb472d8567d,1,2024-04-18,34.8,Transport,Wright-Leblanc,False,N/A,Cash,
db20a56e-dc81-4fe7-8eda-8bbb71710434,1,2024-08-01,184.87,Groceries,Williams PLC,False,N/A,Cash,
17e011b7-f810-4383-83c7-2ba8d605e770,1,2024-04-01,8.8,Dining,Russell Group,False,N/A,UPI,
e7067ef4-66aa-4385-9d59-ba7136b82481,1,2024-01-23,51.97,Health,Gray Group,False,N/A,Card,
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,1,2024-06-25,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
f512c4c3-b253-4218-ac4a-37ea490617f2,1,2024-08-03,108.88,Transport,"Higgins, Moore and Phillips",False,N/A,Card,
bc594585-9445-48c0-8ef8-c2d6f7fd5646,1,2024-07-29,189.64,Transport,Adkins Inc,False,N/A,UPI,
80bacd64-7a0e-4fea-958c-a9ba0cd620c2,1,2024-07-25,123.29,Transport,Brown PLC,False,N/A,Cash,
118a9d29-2f92-4996-99f1-95d014822f53,1,2024-08-19,139.52,Utilities,Leonard and Sons,False,N/A,UPI,
e3e9de99-f10c-418b-9eb0-e38a675dd5af,1,2024-08-09,135.98,Dining,Riley Inc,False,N/A,UPI,
a8499b92-6b52-42e3-94fc-dd549e8fc965,1,2024-08-14,93.04,Transport,"Mills, Donovan and Harris",False,N/A,Card,
43ff5011-3d1a-45dd-906e-5a9ab758588d,1,2024-06-02,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
4ccc9bc2-a53f-4a28-abf3-e3fc21813d25,2,2024-06-26,6.4,Utilities,Hickman-Walls,False,N/A,Cash,
ff9ab5c2-9f04-4aed-b552-332702627f73,2,2024-08-06,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
89a2688b-12c1-46e0-9998-5f15ff002d4d,2,2024-03-23,18.82,Transport,"Baker, Mahoney and Ibarra",False,N/A,UPI,
48f4ef12-5e99-43d2-be89-6c64e117dac3,2,2024-03-02,46.78,Transport,Bass-Warner,False,N/A,Cash,
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,2,2024-09-10,116.35,Shopping,"Smith, Montoya and Evans",False,N/A,Card,
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2,2024-02-22,162.46,Transport,Wilson-Rodriguez,False,N/A,Card,
48212ddb-45b8-4cd9-a7cb-6f2a8da01097,2,2024-08-22,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
341ef40b-57c7-40aa-b7b5-6ea735ebd32d,2,2024-09-03,96.07,Utilities,Wagner-King,False,N/A,Card,
17a0df49-0d01-480f-989a-40c0e87d1c78,2,2024-09-03,196.91,Groceries,Calderon-Williams,False,N/A,Card,
a319dcb4-217d-45a0-8568-11cd5563f616,2,2024-04-11,71.16,Groceries,Figueroa PLC,False,N/A,Card,
0279b6a6-8f97-47b0-ad7c-e3c9b4a69f3c,2,2024-02-13,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
b0e6a969-e213-42b0-b1ee-dba313432e61,2,2024-02-27,59.32,Transport,"Johnson, Wood and Tran",False,N/A,Card,
4eea04e7-0ab5-4bde-a0a0-45026e068097,2,2024-05-21,172.96,Health,Nolan and Sons,False,N/A,Card,
1a50aec3-aabc-45fa-bfe1-2e47ae9bec36,2,2024-05-17,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2,2024-06-06,170.5,Transport,"Brady, Frost and Young",False,N/A,UPI,
cf8ebc5a-ccc5-4569-b9e8-a3692999b735,2,2024-03-09,46.68,Shopping,Johnson-Doyle,False,N/A,Card,
696608aa-ee49-4329-884a-7b28550a1b46,2,2024-04-06,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
b386f7a4-c991-403f-a8c1-3091444d610b,2,2024-02-11,157.89,Shopping,Brennan-Garrison,False,N/A,UPI,
eb1fa9f2-d10b-41d0-b317-347038f16a81,2,2024-06-27,191.68,Health,Torres-Pope,False,N/A,Cash,
a8f7ef5a-060e-4f5b-b911-84973a43b2ba,2,2024-03-16,35.19,Dining,Murphy-Lin,False,N/A,Card,
59e4b671-4774-4c58-85f8-bc16f7860b50,2,2024-09-06,117.94,Health,"Ross, Zavala and Herrera",False,N/A,Card,
e08596db-1d87-4966-8710-d430f071d879,2,2024-04-11,16.15,Health,Carpenter LLC,False,N/A,UPI,
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,2,2024-05-14,171.28,Transport,"Hartman, Graham and Joyce",False,N/A,Card,
939b462d-e645-4129-a29c-2ae31d9af659,2,2024-03-14,20.62,Transport,Williams-Graham,False,N/A,Card,
89d7fd6c-ce77-4f00-acf2-7e7685197ff4,2,2024-03-17,136.67,Transport,Reynolds-Rush,False,N/A,UPI,
505cc686-9f87-4ce7-9487-fd4febb7a385,2,2024-09-14,7.99,Subscription,Amazon Prime Video,True,Monthly,Card,Amazon Prime Video
e6697833-b841-40a0-9fe7-71d6d9178793,2,2024-04-26,86.75,Health,"Parker, Ortiz and Powell",False,N/A,Cash,
311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,2,2024-06-12,187.27,Transport,"Bentley, Byrd and Orr",False,N/A,Cash,
67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,2,2024-07-31,51.54,Shopping,Torres and Sons,False,N/A,Card,
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,2,2024-09-11,63.5,Dining,Marshall-Ramos,False,N/A,Card,
cb323e35-7922-4ac2-82dc-4c8e36b5229a,2,2024-03-06,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,2,2024-09-14,103.65,Transport,"Harvey, Davis and Crane",False,N/A,UPI,
39820cff-4f77-4665-ac3c-56403c20592f,2,2024-03-18,176.46,Dining,Johnson and Sons,False,N/A,UPI,
d98868dd-9c7c-4377-b9a2-8903fbe33b24,2,2024-01-29,8.99,Subscription,Disney+,True,Monthly,Card,Disney+
a1384ddc-e2d9-4e5d-aa18-ce4c74962764,2,2024-08-11,113.15,Utilities,Higgins Group,False,N/A,Card,
25c73c44-3e75-43b4-a64f-a6637e8f8095,2,2024-09-11,31.19,Groceries,"Smith, Potter and Carrillo",False,N/A,Card,
3805f907-6cd6-4193-8746-8f591b494e15,2,2024-03-09,35.31,Dining,"Holmes, Williams and Wright",False,N/A,Cash,
222282e1-74da-4ebf-9f11-5b76d92c9227,2,2024-06-29,71.86,Utilities,"Schmidt, Hansen and Stewart",False,N/A,Cash,
9cd6c852-714c-4df4-a434-7d51c1581092,2,2024-07-15,103.55,Dining,Rivas-Kelley,False,N/A,Card,
dc8aee30-be60-43f7-a8be-9288e5af6e39,2,2024-07-03,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
3f4b1a70-c074-418e-825a-609f7337c599,2,2024-09-04,8.99,Subscription,Disney+,True,Monthly,Card,Disney+
8573e793-c715-42b9-840c-5d9146fde062,2,2024-07-07,56.08,Utilities,"Allen, Gonzales and Reeves",False,N/A,UPI,
51d87c64-55fa-4ab8-858f-1f193c07c574,2,2024-07-28,88.4,Groceries,Taylor and Sons,False,N/A,Card,
b4d7e28e-271e-4ee2-b1a6-b1f1620e99d3,2,2024-03-24,7.99,Subscription,Amazon Prime Video,True,Monthly,Card,Amazon Prime Video
54b4a482-6858-4eba-aa34-c85410714d51,2,2024-07-29,118.59,Transport,Perry-Clark,False,N/A,UPI,
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,2,2024-08-14,8.99,Subscription,Disney+,True,Monthly,UPI,Disney+
db52ca58-0500-4bc6-b20d-cb6ef2311f17,2,2024-08-11,160.24,Groceries,Woods-Bender,False,N/A,UPI,
da7b9095-63d6-4a39-80e3-befd4c71e0fe,2,2024-06-11,53.66,Groceries,"Adkins, Payne and Morrison",False,N/A,UPI,
45df16b6-382c-443f-bcfc-9b793875394c,2,2024-06-18,177.41,Shopping,Johnson-Rogers,False,N/A,Cash,
b963f37f-6781-4c1f-8c53-0e36addc3e13,2,2024-03-05,185.52,Transport,Calhoun-Hooper,False,N/A,Card,
64de82e6-e82c-4d7b-86e7-45f988bc539c,3,2024-08-17,163.1,Shopping,"Alvarado, Miller and Patterson",False,N/A,Card,
0cdf742b-2e85-4b21-b631-de9ddde9f863,3,2024-04-11,8.99,Subscription,Disney+,True,Monthly,UPI,Disney+
74672cd9-362f-4e5c-93cd-6268610cf373,3,2024-05-06,173.49,Transport,Juarez-Gray,False,N/A,UPI,
6bebac31-d4f8-4d72-b382-1cfdc083b73a,3,2024-04-07,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
04f64d86-7866-4765-94f7-ce8dd5bcb8d0,3,2024-07-28,172.43,Transport,Cooke LLC,False,N/A,Card,
c7fee39f-1190-4938-a66f-d7f739669fa7,3,2024-09-10,94.76,Dining,Webster and Sons,False,N/A,Card,
9f0fda8d-0537-4ff6-96d7-b3b833094d35,3,2024-02-29,133.71,Shopping,Martinez Ltd,False,N/A,UPI,
37cc863b-f2a0-4459-9060-4f621d48a071,3,2024-06-29,18.54,Dining,"Scott, Wood and Obrien",False,N/A,UPI,
1d5206ab-b7e6-427c-bf78-0e3ff6b751f7,3,2024-03-04,82.94,Health,Rodriguez-Johnson,False,N/A,UPI,
e87466d7-ad66-41bd-9367-6a024fdc6e1b,3,2024-05-25,27.49,Dining,David-Gonzalez,False,N/A,Card,
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,3,2024-04-04,196.79,Groceries,Terry LLC,False,N/A,Card,
ce3714af-99b4-4350-af2b-99b4d9acd158,3,2024-02-17,72.41,Dining,"Patton, Reed and Patterson",False,N/A,UPI,
a5c5650c-8186-4576-91a7-26095eddbbbf,3,2024-05-12,104.73,Shopping,Atkinson Group,False,N/A,Cash,
5cb85aed-f5f6-4c97-aefb-63b11b049863,3,2024-09-03,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
b5122df8-75b1-4a55-9426-2982e43e4288,3,2024-02-29,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
859131d2-bbda-4242-ad17-4fc96f7c15ea,3,2024-09-09,190.03,Dining,Gilbert-Gillespie,False,N/A,Cash,
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,3,2024-08-18,170.36,Utilities,Morris-Sanchez,False,N/A,UPI,
e1b294de-4767-476c-962f-8a24ef43613c,3,2024-06-24,135.04,Dining,Christensen PLC,False,N/A,UPI,
561e16d1-6105-416b-ab0e-664e9c3eb2d5,3,2024-01-12,113.11,Transport,Rosales-White,False,N/A,UPI,
4223623b-cc3e-4dde-9ad5-cf06364d7c87,3,2024-05-12,78.93,Utilities,Beard-Haynes,False,N/A,Card,
8441aefd-0299-436a-8e48-522346b98991,3,2024-03-15,63.69,Health,Allen Group,False,N/A,Card,
3d85de89-c217-4429-8e20-07247d137018,3,2024-07-03,45.99,Health,"Joseph, West and Smith",False,N/A,Cash,
b118f68d-6786-4506-b8ba-8abc4b5305e5,3,2024-04-04,95.67,Shopping,Beck-Wood,False,N/A,Cash,
6cedd15d-5800-4c02-87ea-7ff58db06746,3,2024-08-01,97.27,Utilities,Bell-Chavez,False,N/A,Card,
1ee34dc4-3b04-4a8b-805b-fdc94e7ed827,3,2024-03-15,60.34,Utilities,Wilson-Herrera,False,N/A,Cash,
3108d448-2f65-4afa-b0ae-8f08c31edbbc,3,2024-03-25,23.21,Transport,"Washington, Hardy and Bray",False,N/A,Cash,
fb02bebb-4872-4a4d-98c7-472a864e9a13,3,2024-02-09,162.28,Transport,Phillips LLC,False,N/A,Card,
b540b30e-039f-4a25-8d61-68bd2defe193,3,2024-07-26,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
f96b648a-0ba6-4ab9-8639-447b2067bdac,3,2024-01-22,177.8,Health,"Carter, Raymond and Little",False,N/A,Card,
df6a8f93-1a43-4f0a-bdaa-39f0c0b6fce2,3,2024-01-05,79.88,Shopping,"Mitchell, Mendoza and Peterson",False,N/A,Card,
f0e98b3b-40a2-4c60-8d27-0659f72ada9b,3,2024-07-04,15.99,Subscription,Netflix,True,Monthly,Card,Netflix
6694c343-10ba-48e3-9276-2bdc1d34d08e,3,2024-07-09,47.67,Utilities,Ray Ltd,False,N/A,Cash,
cfa701cd-2631-400b-a6d7-94d30db95301,3,2024-08-06,113.69,Groceries,Miller-Wright,False,N/A,UPI,
9b37a22b-6a8a-416f-83b2-90d08edddfcd,3,2024-08-19,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
c693da11-39c6-41ca-9e50-aa42ca6dfda1,3,2024-07-21,178.83,Health,Hayes-Ramos,False,N/A,Cash,
6dc7cac7-fd72-4050-96a9-954fdc33e1f9,3,2024-04-28,88.21,Health,"Oliver, Lynch and Singh",False,N/A,UPI,
a021c0ca-3531-468d-8342-bd2bf295456e,3,2024-03-22,150.01,Shopping,Guerrero-Moore,False,N/A,UPI,
2812859a-1337-439e-8d4f-5d272c7f0b79,3,2024-01-02,53.21,Utilities,Hayes-Wheeler,False,N/A,UPI,
49c13de7-3b42-46c5-885b-15fb4a8ff810,3,2024-04-19,106.65,Utilities,"Heath, Jones and Hall",False,N/A,Card,
a003cd28-ca8f-4653-89af-18f843b9da13,3,2024-08-17,20.11,Dining,"Lara, Gonzalez and Wilson",False,N/A,Card,
e88da719-2624-4b40-a5cb-63a2398d1ca6,3,2024-04-13,67.34,Health,Jones and Sons,False,N/A,Card,
bfbbb17f-9854-4e4e-8ebf-a5c3cae9b4a7,3,2024-08-09,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
1fd5a423-706c-4c56-89e2-623debd34616,3,2024-07-01,142.75,Groceries,"Torres, Powell and Nelson",False,N/A,UPI,
1497d658-7010-4719-be69-5d0d8a3c3b5e,3,2024-08-20,110.81,Shopping,Preston Ltd,False,N/A,Card,
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,3,2024-02-05,86.93,Health,Hayden PLC,False,N/A,Cash,
ffe3fa49-054f-42ff-b366-bad4964db03f,3,2024-04-14,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
c19ad58c-c35b-4c8c-8a4c-9f7f9384ec2b,3,2024-03-09,8.99,Subscription,Disney+,True,Monthly,UPI,Disney+
7135f221-a6c9-437f-84da-d06a7872bdeb,3,2024-04-18,171.42,Shopping,Shea Group,False,N/A,Cash,
f8140102-7de1-4dfe-9072-5b5ca2814044,3,2024-02-05,111.5,Health,Bailey-Cook,False,N/A,Card,
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,3,2024-05-08,58.22,Shopping,Steele-Roberts,False,N/A,Card,
c2b01cfd-d045-4d1c-a684-09e3f1f8343e,4,2024-08-01,135.43,Shopping,Gibson LLC,False,N/A,Cash,
f85e06a1-1dad-49b2-92c2-1221409d3602,4,2024-06-05,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
fcf56188-d32e-4dcd-83bc-9478dd6ac7b8,4,2024-01-01,109.15,Shopping,"Booth, Murray and Brown",False,N/A,Cash,
c1a6423b-9f64-4eed-9c9d-927d84b871bb,4,2024-07-12,10.28,Utilities,"Ramos, Williams and Adams",False,N/A,UPI,
70286046-49bc-473f-ad7b-f656218a1536,4,2024-07-07,12.99,Subscription,Hulu,True,Monthly,Card,Hulu
a14923c2-f920-464c-8763-fcd01f15c7b6,4,2024-08-24,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
288b78b5-b5b4-43ca-bd42-993ccc9fd334,4,2024-04-30,68.73,Shopping,"Smith, Russell and Walker",False,N/A,UPI,
762172ed-1d0b-49bd-a9b5-c5cfd7665cda,4,2024-02-15,167.23,Dining,"Collier, Jimenez and Moran",False,N/A,Card,
6a5d932b-45ff-4c83-b495-db4e82456fb4,4,2024-07-06,151.06,Groceries,Sanchez-Arnold,False,N/A,UPI,
9970cf60-ebff-4d15-b0cb-d7556232b17a,4,2024-07-16,18.38,Utilities,"Suarez, Shields and Hill",False,N/A,Card,
57021049-6a39-4aa6-9aba-c50dca3dd859,4,2024-07-16,190.17,Transport,Hoover-Campbell,False,N/A,Card,
9475dbc9-9641-4ced-9664-d2644c6e27ff,4,2024-09-13,51.52,Shopping,Grimes-Griffin,False,N/A,Cash,
8d4a75b8-551a-48ea-985a-0afa7bfdcc12,4,2024-07-30,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
5260001e-eecf-47d2-b491-76f46090d697,4,2024-03-14,154.55,Transport,"Allen, Reyes and Chase",False,N/A,Cash,
bea4ff31-5174-40f8-8b2c-782a69288e92,4,2024-07-02,150.85,Groceries,"Mcintyre, James and Mcneil",False,N/A,Card,
fb16e5db-a6ea-479e-921c-82f8cada4f80,4,2024-02-29,26.08,Groceries,Hanna-Martinez,False,N/A,UPI,
dea4ae17-54fd-4ad3-9716-108ef72169bb,4,2024-02-08,182.07,Shopping,Garcia-Lozano,False,N/A,UPI,
68f45bce-24e7-4e8e-b8f2-142303edd1f8,4,2024-09-11,43.67,Health,Jones LLC,False,N/A,Cash,
65c17795-b155-46bc-9f8d-ed9756abf2f1,4,2024-09-09,52.36,Utilities,Christian Ltd,False,N/A,UPI,
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,4,2024-05-02,122.08,Groceries,"Higgins, Malone and Brennan",False,N/A,Cash,
3c19e71d-1184-45ad-9e11-d2cd0930aef6,4,2024-09-02,72.7,Shopping,"Mccall, Bright and Francis",False,N/A,Cash,
c2a79689-1933-418c-ba74-57616f18c108,4,2024-09-03,103.66,Dining,"Brennan, Wallace and Benson",False,N/A,Card,
530a37df-0bc6-4066-8769-165fe746ccb9,4,2024-01-22,165.35,Groceries,Howard-Jordan,False,N/A,UPI,
90e0a95b-697c-4923-87fa-841a3e83b91f,4,2024-03-10,128.94,Shopping,Thompson PLC,False,N/A,Cash,
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,4,2024-04-03,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
24a35cf2-9549-4931-a9af-299d7f671eec,4,2024-03-31,184.33,Shopping,Little-Stevens,False,N/A,UPI,
cdfc6ee0-e61e-4e90-8267-deb3aab612c9,4,2024-06-29,147.55,Dining,Byrd-Moore,False,N/A,UPI,
fcd6bdca-5876-4d09-b1fa-f665711533f3,4,2024-08-16,166.99,Groceries,Fowler-Coleman,False,N/A,UPI,
4d57d880-d865-469a-b4f3-310340066ff2,4,2024-03-18,52.55,Shopping,Castaneda-Rodriguez,False,N/A,Cash,
9326dffd-5be4-4f51-9269-869861a11729,4,2024-04-24,78.9,Groceries,"Phillips, Spence and Barrett",False,N/A,UPI,
dd750e98-90e0-495f-8212-b554464458b4,4,2024-01-20,40.46,Transport,"Mcgee, Wall and Leach",False,N/A,UPI,
9b689c88-3ae9-49fe-8c82-18dac696f5e6,4,2024-05-16,71.37,Health,Fields PLC,False,N/A,Cash,
b88ec318-c16d-43ed-ad81-f8bd402913ec,4,2024-09-13,113.38,Health,"Massey, Fuller and Berger",False,N/A,Card,
c9e26074-4f16-49a0-8a17-991ea5769411,4,2024-06-20,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
bb7bee03-5d67-4bb1-945e-f2e4088a93ec,4,2024-02-21,51.86,Shopping,Browning LLC,False,N/A,Cash,
336749b5-2cf6-4f75-aa5e-6920bf5ae7e6,4,2024-02-21,92.39,Groceries,"Walter, Diaz and Shaw",False,N/A,Card,
41c8ca8c-2a1f-455a-9499-da9945c45a3e,4,2024-07-06,83.86,Transport,Francis-Morgan,False,N/A,UPI,
1346d1a9-f680-4cdb-b7e4-90c71d7bc313,4,2024-02-24,76.96,Health,Dalton Ltd,False,N/A,Cash,
f79efd70-65bc-4272-badd-7ea3aca5e2fd,4,2024-08-04,199.34,Health,Davis-Foster,False,N/A,UPI,
746cdb77-1fa3-42e8-895c-cd9943b38eb4,4,2024-05-23,93.48,Dining,"Curry, Baker and James",False,N/A,UPI,
1bbc91f7-5f18-4583-b0b6-f83fa377f6f1,4,2024-03-31,145.65,Dining,Johnson-Henson,False,N/A,Card,
9c2e58de-ea4e-4617-93f8-382b8fb864e4,4,2024-03-26,190.42,Utilities,"Brown, Colon and Blankenship",False,N/A,Card,
1dde7969-6886-43db-a634-8e784d5c55c7,4,2024-02-24,12.99,Subscription,Hulu,True,Monthly,UPI,Hulu
4dead645-0986-4beb-b23e-323d0b9bd934,4,2024-07-10,195.44,Health,Davis PLC,False,N/A,Cash,
5efa9c5b-7421-4f46-a37e-4b0122bae10e,4,2024-07-28,24.6,Transport,Matthews-Barber,False,N/A,UPI,
19597b5a-a7a8-4636-aa35-df59e2aa7a5d,4,2024-07-09,39.99,Groceries,"Russell, Lynn and Johnson",False,N/A,Cash,
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,4,2024-04-01,58.49,Groceries,Garcia-Jennings,False,N/A,Cash,
a5135ea0-fa53-434d-a6d5-901d8b621d41,4,2024-05-19,189.1,Utilities,Sanders and Sons,False,N/A,UPI,
d918b3e5-f2f2-4eef-9f45-dbfdf7dc67e0,4,2024-06-25,15.99,Subscription,Netflix,True,Monthly,UPI,Netflix
a446be72-364c-411a-a9ab-364a1777e8cb,4,2024-09-05,90.89,Transport,"Maddox, Williams and Cook",False,N/A,Card,
90882eaf-c977-4598-a03c-8c25fd235def,5,2024-03-20,173.04,Groceries,Gallegos PLC,False,N/A,Card,
d0243d72-3748-467f-961d-33ba350843f0,5,2024-03-31,19.45,Utilities,Schroeder-Kramer,False,N/A,Cash,
dbc080fd-46fb-4bf3-80b9-d4a3989240ac,5,2024-02-26,7.99,Subscription,Amazon Prime Video,True,Monthly,UPI,Amazon Prime Video
402adf9c-8a4b-4f7c-a147-2a15fcce96f6,5,2024-03-08,7.99,Subscription,Amazon Prime Video,True,Monthly,Card,Amazon Prime Video
06998731-ddcf-4766-a93b-12cd1c24220e,5,2024-02-21,86.15,Health,Howard and Sons,False,N/A,Cash,
2c9b662e-040a-4aae-92e2-afd996bf10ab,5,2024-04-13,106.9,Shopping,Martinez Group,False,N/A,UPI,
104556e5-bee3-4b79-9d18-1ee986ad8a8c,5,2024-07-03,119.76,Shopping,Strickland-Palmer,False,N/A,UPI,
38b77c07-80fb-4296-b3b6-a09b1beaf6ac,5,2024-08-26,16.74,Utilities,Acosta Ltd,False,N/A,Card,
a4b1f991-7542-4646-8d37-a539857dd3b3,5,2024-01-13,45.52,Transport,Lutz Group,False,N/A,UPI,
